"soda_id","title","type","description","updated_at","page_views_total","domain_category"
"sr9i-q3av","Calgary Equity Index - Drive to Work","map","The Calgary Equity Index Overlay Statistics are derived from Citizen Satisfaction surveys and census demographics.
The Calgary Equity Index is a decision-making tool designed to measure equity in Cal","2023-02-01T15:38:54.000Z",653,"Demographics"
"txkg-2z7t","Station 22 - Ogden Daily Rainfall","chart","This is a measure of the raw rain data accumulated at various rain gauges throughout the City during the rain season, which typically runs from May 1- Sep 30. Readings are taken at 5 minute intervals,","2026-05-24T07:35:25.000Z",653,"Environment"
"ez36-5de4","Builders Report - Multi Family - Community Summary","filter","","2026-05-23T19:03:30.000Z",653,"Business and Economic Activity"
"6bev-z2q5","CEI Matrix - Total Equity Score","filter","The Calgary Equity Index is a decision-making tool designed to measure equity in Calgary, based on a social determinant of health (SDOH) framework. The SDOH are the range of interacting social and eco","2023-02-01T15:39:02.000Z",653,"Help and Information"
"nvuz-qykn","Traffic Volumes for 2017","dataset","The traffic volume flow map illustrates the Average Annual Weekday Traffic (AAWT), the average number of vehicles in 24 hours adjusted for seasonal variation to represent the average weekday. The numb","2023-02-01T15:39:34.000Z",653,"Transportation/Transit"
"mmck-7yr8","Green Cart Waste Composition 2020 By Material","chart","Waste Composition studies are periodically conducted by Waste and Recycling Services to help assess the performance of diversion and education programs and inform improvements and new program design. ","2023-02-01T15:39:35.000Z",652,"Help and Information"
"bqtn-vc2c","1:35 Flood Map (2.9% chance of occurring in any year)","map","(Note: Updated inundation maps for 1:2 to 1:1000 floods are available from Alberta Environment and Parks (2020). The new draft maps can be viewed here: https://floods.alberta.ca/?app_code=FI&mapType=D","2023-06-12T17:52:14.000Z",648,"Environment"
"52zb-xa6s","General Election 2021 - Mayor by Ward (Advance Vote)","dataset","Advance voting station results of the 2021 Election. Mayor results by ward and voting station.","2026-04-07T19:57:47.000Z",642,"Government"
"fa2r-5t79","Residential Waste Diverted from Landfill Through Blue and Green Cart Programs","chart","Waste & Recycling Performance Measures are used to assess the performance of The City of Calgary's Waste & Recycling service.  Five measures have been approved for the 2023-2026 Service Plans and Budg","2026-05-13T22:15:49.000Z",641,"Help and Information"
"m2q8-sk4i","CEI Matrix - Diabetes Prevalence","map","The Calgary Equity Index is a decision-making tool designed to measure equity in Calgary, based on a social determinant of health (SDOH) framework. The SDOH are the range of interacting social and eco","2023-02-01T15:38:55.000Z",640,"Help and Information"
"a9yy-jegv","Incidents by Year","chart","This dataset contains daily count of incidents responded by incident type.","2024-11-25T21:43:20.000Z",636,"Government"
"4uie-p5fg","Parks Water Delivery Coverage","dataset","Identifies the coverage area of the Irrigation system (WATER DELIVERY SYSTEM) maintained by Calgary Parks or located on lands under Calgary Parks Stewardship.","2026-05-21T14:19:30.000Z",633,"Recreation and Culture"
"qe4n-g76r","Census By Ward 2017","dataset","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-07T16:41:32.000Z",629,"Demographics"
"prtj-9a43","Pets Impound Outcomes Pie chart","chart","","2026-05-12T20:06:27.000Z",628,"Services and Amenities"
"mjit-gete","Ward Boundaries 2013-2017","dataset","This dataset reflects the Ward Boundaries that were in affect from October 21, 2013 until October 16, 2017.  A ward is the division of the city into electoral areas, each represented by one elected Co","2026-04-08T17:03:54.000Z",626,"Government"
"hdh8-zy77","Calgary Public Library Catchment Areas","dataset","Identifies the catchment areas for the Calgary Public Library.","2023-02-01T15:39:23.000Z",626,"Base Maps"
"8v7a-kjgy","Census By Ward 2007","map","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-07T14:53:06.000Z",625,"Demographics"
"p43y-ph2y","ARB Data Lens","story","<div><br></div>","2023-08-16T20:41:45.620Z",621,NA
"w5hc-kvum","General Election 2021 - Fluoride by Ward (Advance Vote)","dataset","Vote of the Electors voting station results of the 2021 Election. Fluoride results by ward and voting station.","2026-04-07T19:52:58.000Z",620,"Government"
"iric-4rrc","Monthly Solar Energy Production (KWh)","dataset","The monthly output at each of The City of Calgary's solar photovoltaic projects. For information about each site.  visit <a href=""https://www.calgary.ca/environment/policies/solar-energy.html"">calgary","2026-05-01T15:02:23.000Z",619,"Environment"
"u7sr-kvzj","Civic census 2014 - Modes of Travel to Work","dataset","Trends in Calgarians’ choices for travelling to work, and to determine if major infrastructure changes have resulted in a change in behaviour.","2023-02-01T15:39:32.000Z",618,"Transportation/Transit"
"s6pd-q354","Census By Ward 2005","map","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-06T20:02:14.000Z",616,"Demographics"
"d52x-nvay","Calgary Public Library Tours And Outreach Program Attendance 2014","dataset","Calgary Public Library offers four types of Library tours. Each one provides you with a different experience of the Library and its resources.","2023-02-01T15:39:24.000Z",608,"Recreation and Culture"
"3wfx-q8xd","1:2 Flood Map (50% chance of occurring in any year)","dataset","(Note: Updated inundation maps for 1:2 to 1:1000 floods are available from Alberta Environment and Parks (2020). The new draft maps can be viewed here: https://floods.alberta.ca/?app_code=FI&mapType=D","2023-06-12T16:36:38.000Z",607,"Environment"
"msye-bzwu","Annual Corporate Energy Use by Bus Units","chart","Energy consumption at City facilities. This raw data is subject to periodic adjustments and modifications.","2026-05-01T11:36:02.000Z",606,"Environment"
"acjs-ugj2","Calgary Equity Index - Indigenous","map","The Calgary Equity Index Overlay Statistics are derived from Citizen Satisfaction surveys and census demographics.
The Calgary Equity Index is a decision-making tool designed to measure equity in Cal","2023-02-01T15:38:55.000Z",605,"Demographics"
"8rhb-7bun","Calgary Equity Index Ranges Summary","filter","","2023-02-01T15:39:51.000Z",604,"Help and Information"
"2u52-b8mx","Multi Family Garbage Composition","filter","Waste Composition studies are periodically conducted by Waste and Recycling Services to help assess the performance of diversion and education programs and inform improvements and new program design. ","2025-02-28T21:13:47.000Z",602,"Help and Information"
"56up-4ui9","Census By Ward 2002","map","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-06T19:27:47.000Z",601,"Demographics"
"f2h8-nduu","Calgary Public Library Program Information 2015","dataset","Contains the number of programs, tours and outreach programs by branch for 2015","2023-02-01T15:39:24.000Z",599,"Recreation and Culture"
"mnxn-xre9","Calgary Language Ward Map","map","","2023-02-01T15:39:50.000Z",597,NA
"widw-jg49","Builders Report - One and Two Family - Community Summary","chart","","2026-05-23T19:03:30.000Z",596,"Business and Economic Activity"
"re3g-j9hq","2018 Citizen Satisfaction Survey - Perception of Services","filter","The source of this data is the 2018 Citizen Satisfaction Survey, a telephone survey conducted with a randomly selected sample of n=2,500 Calgarians aged 18 years and older between August 15th and Sept","2025-02-28T21:13:59.000Z",596,"Services and Amenities"
"wz77-hq7u","1:500 Flood Map (0.2% chance of occurring in any year)","map","(Note: Updated inundation maps for 1:2 to 1:1000 floods are available from Alberta Environment and Parks (2020). The new draft maps can be viewed here: https://floods.alberta.ca/?app_code=FI&mapType=D","2023-06-09T21:22:12.000Z",593,"Environment"
"x3qp-v97g","Census by Ward 2019","map","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-07T17:12:31.000Z",591,"Demographics"
"4c8i-ruhm","Census By Ward 2016","dataset","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-07T16:35:41.000Z",584,"Demographics"
"yi8c-3s49","Calgary Equity Index Indicator Ranges","chart","The Calgary Equity Index is a decision-making tool designed to measure equity in Calgary, based on a social determinant of health (SDOH) framework. The SDOH are the range of interacting social and eco","2023-02-01T15:39:49.000Z",584,"Help and Information"
"uzge-atmw","General Election 2021 Referendum Question Results by Voting Stations","chart","Final results of the 2021 General Election. Municipal and Provincial Referendum Question results by ward and voting station.","2026-04-07T20:16:29.000Z",583,"Government"
"dtni-ynwp","SDAB Decisions Comparison","chart","This file lists SDAB decisions since 2014. Additional information about the Subdivision and Development Appeal Board can be found at the Subdivision and Development Appeal Board page on calgary.sdab.c","2026-05-21T21:49:29.000Z",579,"Government"
"bz9r-sbk8","Impervious Surface 2014","dataset","The impervious surface layer for 2014 contains polygon features generated from Digital Aerial Survey mapping line work. The layer features represent the various impervious surface types found within T","2026-05-19T22:05:18.000Z",577,"Environment"
"7ckc-vazq","1:2 Flood Map (50% chance of occurring in any year)","map","(Note: Updated inundation maps for 1:2 to 1:1000 floods are available from Alberta Environment and Parks (2020). The new draft maps can be viewed here: https://floods.alberta.ca/?app_code=FI&mapType=D","2023-06-09T21:44:04.000Z",575,"Environment"
"ph56-b2j6","CEI Matrix - Human and Social Development Domain","filter","The Calgary Equity Index is a decision-making tool designed to measure equity in Calgary, based on a social determinant of health (SDOH) framework. The SDOH are the range of interacting social and eco","2023-02-01T15:38:59.000Z",572,"Help and Information"
"rf6y-djy9","General Election 2021 - Equalization Referendum by Station","dataset","Referendum voting station results of the 2021 Election. Equalization Referendum by voting station.","2026-04-07T19:48:18.000Z",567,"Government"
"9w79-i29i","Calgary Equity Index - No English Knowledge","map","The Calgary Equity Index Overlay Statistics are derived from Citizen Satisfaction surveys and census demographics.
The Calgary Equity Index is a decision-making tool designed to measure equity in Cal","2023-02-01T15:38:56.000Z",563,"Demographics"
"kcgd-54t9","Census By Ward 2003","map","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-06T19:39:33.000Z",559,"Demographics"
"ivw3-k57b","Traffic Incidents By Community","map","","2024-11-25T21:43:09.000Z",554,"Transportation/Transit"
"w4ed-w9ky","Voting Subdivisions - 2018 Vote of the Electors","dataset","The voting subdivision defines the area served by a voting station where an elector casts their vote. These boundaries apply only to the regular voting subdivisions on Vote Day 2018 (November 13, 2018","2026-04-08T16:28:03.000Z",553,"Government"
"fbu6-4bnu","Census By Ward 2010","dataset","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-07T15:34:54.000Z",547,"Demographics"
"au4g-xjwh","Ward Boundaries 2017-2021","dataset","This dataset reflects the Ward Boundaries that were in affect from October 16, 2017 until October 18, 2021. A ward is the division of the city into electoral areas, each represented by one elected Cou","2026-04-08T17:10:29.000Z",547,"Government"
"vbpe-rcfs","Appeals by Property Use","chart","This dataset contains decisions, mutual agreements, withdrawals and assessment amendments. For more information on Assessment Review Board (ARB) decisions please visit: https://arb.calgary.ca/eCourtPu","2026-04-01T20:32:33.000Z",546,"Government"
"c3c9-hni6","Calgary Equity Index Renter Map","map","The Calgary Equity Index Overlay Statistics are derived from Citizen Satisfaction surveys and census demographics.
The Calgary Equity Index is a decision-making tool designed to measure equity in Cal","2023-02-01T15:38:55.000Z",543,"Demographics"
"iqki-fcm6","Impervious Surface 2016","dataset","The impervious surface layer for 2016 contains polygon features generated from Digital Aerial Survey mapping line work. The layer features represent the various impervious surface types found within T","2026-05-19T19:31:48.000Z",542,"Environment"
"5cuw-vu5g","2015 Normalized Bike 16h Volumes","dataset","The data in this map are 2-way 16h bike volumes collected on a single weekday in 2015, factored to represent the average September/October volume. Factors were calculated based on 13 automated count s","2023-02-01T15:39:29.000Z",542,"Transportation/Transit"
"8vuv-34id","Knowledge of radon and health hazards","chart","Statistics Canada conducts the <a href= ""http://www23.statcan.gc.ca/imdb/p2SV.pl Function=getSurvey&SDDS=3881"">Households and the Environment Survey</a> every 2 years. Please contact Statistics Canada","2023-02-01T15:39:25.000Z",538,"Health and Safety"
"a3uu-975p","Calgary New Buildings: Environmental Performance Metrics","dataset","This dataset provides aggregated environmental performance metrics for new construction projects in Calgary, including energy consumption, greenhouse gas emissions, water usage, and project costing in","2026-03-19T22:18:34.000Z",536,"Environment"
"fsgt-t5i5","Snow Clearing Lines map","map","This dataset shows road maintenance snow and ice lines.","2026-05-01T10:01:21.000Z",532,"Health and Safety"
"6de6-6s29","General Election 2021 - Senate by Station (Advance Vote)","dataset","Advance voting station results of the 2021 Election. Senate results by voting station.","2026-04-07T20:04:40.000Z",530,"Government"
"g868-hqkz","Tree Canopy 2013","dataset","Tree Canopy contains polygons outlining the extent of tree cover for all land within the City of Calgary. The tree canopy was derived by Remote Sensing software using City of Calgary Orthophotos and L","2026-05-19T19:11:11.000Z",526,"Environment"
"gz85-fr28","Snow and Ice Feed","dataset","","2024-09-24T15:48:10.000Z",525,NA
"j6xz-k6bj","General Election 2021 - Public School Board by Ward (Advance Vote)","dataset","Advance voting station results of the 2021 Election. Public School Board results by ward and voting station.","2026-04-07T19:59:56.000Z",525,"Government"
"3prw-ae4y","Calgary Equity Index - Municipal voting","map","The Calgary Equity Index is a decision-making tool designed to measure equity in Calgary, based on a social determinant of health (SDOH) framework. The SDOH are the range of interacting social and eco","2023-02-01T15:38:55.000Z",523,"Help and Information"
"kgnk-xvnd","General Election 2021 - Separate School Board by Ward (Advance Vote)","dataset","Advance voting station results of the 2021 Election. Separate School Board results by ward and voting station.","2026-04-07T20:09:17.000Z",522,"Government"
"maj9-iesi","SDAB Appeals By Ward","map","This file lists SDAB decisions since 2014. Additional information about the Subdivision and Development Appeal Board can be found at the Subdivision and Development Appeal Board page on calgary.sdab.c","2026-05-21T21:49:29.000Z",521,"Government"
"h6b2-smqz","Suburban Residential Growth (SRG) Policy Infrastructure Lines Map","map","This dataset lists growth-oriented capital infrastructure projects that will support future suburban residential growth, and the policies that will be supported by that infrastructure. It includes req","2026-05-07T14:35:22.000Z",521,"Services and Amenities"
"9vii-yr3z","Census By Ward 2013","dataset","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-07T16:14:48.000Z",520,"Demographics"
"ainq-wn9v","Tree Canopy 2015","dataset","Tree Canopy contains polygons outlining the extent of tree cover for all land within the City of Calgary. The tree canopy was derived by Remote Sensing software using City of Calgary Orthophotos and L","2026-05-20T13:46:09.000Z",519,"Environment"
"sf22-awiu","Builders Report - One and Two Family - Community Summary","filter","","2026-05-23T19:03:30.000Z",518,"Business and Economic Activity"
"yara-8zfv","1:35 Flood Map (2.9% chance of occurring in any year)","dataset","(Note: Updated inundation maps for 1:2 to 1:1000 floods are available from Alberta Environment and Parks (2020). The new draft maps can be viewed here: https://floods.alberta.ca/?app_code=FI&mapType=D","2023-06-12T17:49:45.000Z",515,"Environment"
"ywmh-hdmh","Construction and Demolition Garbage Composition - Material Category","chart","This chart shows construction and demolition garbage composition, grouped by material category.

This dataset is for 127 construction and demolition waste loads delivered to the Spyhill and East Cal","2023-02-01T15:39:37.000Z",513,"Help and Information"
"pv8a-68zt","ARB Complaints by Community","map","This data set contains information on decisions made by the Assessment Review Board (ARB). For more information on ARB decisions go to: https://arb.calgary.ca/eCourtPublicCarb/?q=node/414","2026-04-01T21:06:40.000Z",513,"Government"
"2akz-4kbb","Central Business District Cordon Count 2019 Data Lens","story","Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at 31 locations around the CBD over a four week time period, collecting data on how","2023-08-16T20:43:56.993Z",513,NA
"kquu-znqr","Census By Ward 2011","dataset","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-07T16:08:08.000Z",512,"Demographics"
"c9sh-grss","Streetlight Poles","map","This dataset was created for visually locating streetlight poles.","2026-05-05T13:06:40.000Z",512,"Health and Safety"
"dp7m-82f8","School Parking Zones","map","Locations of the Calgary Parking Authority School Parking Zones.","2026-04-01T13:01:32.000Z",512,"Transportation/Transit"
"9ss9-3az5","Open Data Portal All Time Viewership","chart","","2026-05-24T15:23:40.000Z",511,NA
"f2h8-5h2c","Historical Civic Census by Ward (1968-1997)","filter","The City of Calgary has been conducting the annual civic census for over fifty years. This dataset provides the counts of residents and dwelling units including by structure type broken out into commu","2026-05-06T16:06:02.000Z",510,"Demographics"
"7ht8-m4j5","Builders Report - Multi Family - City Summary","filter","","2026-05-23T19:03:30.000Z",510,"Business and Economic Activity"
"sepb-339g","Council Meetings Voting Record (Oct 2017 - Oct 2021)","chart","This dataset includes confirmed Council and Committee meeting vote records from October 2017 to October 2021, when Council and Committee eVoting was implemented. For vote results prior to this date, p","2026-04-01T21:40:53.000Z",509,"Government"
"srfq-uy2x","Waste Composition 2025 - Garbage (Black Cart)","dataset","Waste Composition studies are periodically conducted by Waste and Recycling Services to help assess the performance of diversion and education programs and inform improvements and new program design.
","2025-12-19T21:23:19.000Z",506,"Health and Safety"
"u7gw-tfe3","Census By Ward 2004","dataset","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-06T19:47:03.000Z",506,"Demographics"
"f29y-pav4","2019 Black Cart Composition Data Lens","story","","2023-08-16T20:55:58.120Z",505,NA
"tyq3-sd7v","Impervious Surface 1995","dataset","The Impervious Surface - 1995 layer contains polygon features generated from the 1995 through 1998 Digital Aerial Survey mapping line work. The use of multiple years of DAS updates best reflects the i","2026-05-19T21:44:35.000Z",501,"Environment"
"n4qa-e8rk","General Election 2021 Senate Results by Voting Stations","chart","Final results of the 2021 General Election. Senate results by ward and voting station.","2026-04-07T20:28:50.000Z",501,"Government"
"iq6w-y3i7","1:75 Flood Map (1.3% chance of occurring in any year)","dataset","(Note: Updated inundation maps for 1:2 to 1:1000 floods are available from Alberta Environment and Parks (2020). The new draft maps can be viewed here: https://floods.alberta.ca/?app_code=FI&mapType=D","2023-06-12T17:17:42.000Z",500,"Environment"
"2fxp-yrhj","Census By Ward 2001","dataset","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-06T17:43:15.000Z",498,"Demographics"
"ezpz-mrk7","Greenhouse Gas (GHG) Emission Reduction from Landfill Gas Management","chart","Waste & Recycling Performance Measures are used to assess the performance of The City of Calgary's Waste & Recycling service.  Five measures have been approved for the 2023-2026 Service Plans and Budg","2026-05-13T22:15:49.000Z",491,"Help and Information"
"bfb7-bspz","Calgary Equity Index - Children","map","The Calgary Equity Index Overlay Statistics are derived from Citizen Satisfaction surveys and census demographics.
The Calgary Equity Index is a decision-making tool designed to measure equity in Cal","2023-02-01T15:38:54.000Z",490,"Demographics"
"37ta-b9cj","2016 Truck Volume Percentage","dataset","Data were compiled from 6 hour intersection counts, 24 hour automatic counts and permanent count stations from 2011 to 2016. Segment truck percentages are based on adjacent intersection counts. In som","2023-02-01T15:39:29.000Z",489,"Transportation/Transit"
"bex8-t5ux","Annual count of unoccupied dwellings","chart","Ward-level tabulations of annual census counts of residents, dwellings, and dwelling occupancy, categorized by dwelling structure type. Ward boundaries can change over time. These results are based on","2026-04-01T18:54:37.000Z",488,"Demographics"
"r5x7-cju4","City of Calgary-Owned Buildings: Environmental Performance Metrics","dataset","This dataset provides environmental performance metrics for City of Calgary-owned buildings, including energy consumption, greenhouse gas emissions, and water usage. Collected through BenchmarkYYC, Ca","2025-12-23T16:18:01.000Z",484,"Environment"
"abr2-wmid","CEI Matrix - Governance Domain","filter","unemployment rate,bike score,community spaces,copd prevalence,core housing need,early development The Calgary Equity Index is a decision-making tool designed to measure equity in Calgary, based on a s","2023-02-01T15:38:58.000Z",484,"Help and Information"
"p2mt-jxkz","Schools and snow route bans","map","Calgary school locations.  Data provided by CBE, CSSD, and provincial school data.","2026-05-01T12:30:55.000Z",482,"Services and Amenities"
"rmad-dcwz","Census By Ward 2002","dataset","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-06T17:48:43.000Z",481,"Demographics"
"m9hp-7qj2","Impervious Surface 2010","dataset","The Impervious Surface - 2010 layer contains polygon features generated from the 2010 Digital Aerial Survey mapping line work. The Impervious Surface layer features represent the various impervious su","2026-05-19T19:09:27.000Z",475,"Environment"
"pzk7-ti54","Census by Ward 2018","map","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-07T16:59:12.000Z",474,"Demographics"
"szyj-edpn","Suburban Residential Growth (SRG) Policy Infrastructure Lines","dataset","This dataset lists growth-oriented capital infrastructure projects that will support future suburban residential growth, and the policies that will be supported by that infrastructure. It includes req","2026-05-07T14:34:36.000Z",473,"Services and Amenities"
"w2gq-pk2z","Voting Subdivision - 2025","dataset","The voting subdivision defines the area served by a voting station which is where an elector casts his/her vote. It is an area of a local jurisdiction or ward designated as a voting subdivision by the","2025-12-16T17:04:18.000Z",470,NA
"6u2m-pere","Census Districts (effective October 16, 2017)","dataset","The City is divided into small areas, which are called Census Districts. The average Census District is between 400 and 600 dwelling units, however, some size differences occur, particularly in growin","2026-04-07T17:27:07.000Z",469,"Government"
"fr8b-ecfn","2017 Normalized Bike 16h Volumes","dataset","The data in this map are 2-way volumes collected on a single weekday in 2017, normalized to represent average September/October volume. Factors were calculated based on 10 automated count stations.","2023-02-01T15:39:29.000Z",468,"Transportation/Transit"
"n4u8-6m4f","Central Business District Cordon Count 2017 Map","map","Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at 31 locations around the CBD over a three week time period, collecting data on ho","2024-11-25T21:43:04.000Z",464,"Transportation/Transit"
"jcn7-mmga","Current Council Meetings Voting Record (Oct 2025 - Today)","chart","This dataset includes confirmed Council and Committee meeting vote records starting October 2025 till today. For vote results prior to this date, please visit the Council and Committee Agenda and Minu","2026-04-01T21:40:53.000Z",463,"Government"
"kr4i-ggtk","2015-2018 Operating Budget Expenditures","chart","City of Calgary Operating Budget by Department. These values are from the approved budget as at November 2014, and do not reflect budget adjustments since that date.<br /><br />Complete approved Actio","2024-11-25T21:43:40.000Z",457,"Government"
"g6dp-uymi","2013 Bike Normalized Volume","dataset","The data represented in this map are 2-way volumes collected from spring to fall between 2010 & 2013. The data came from a variety of sources and 6 hour counts were factored to 16 hours using screenli","2023-02-01T15:39:29.000Z",456,"Transportation/Transit"
"7i7v-diin","1:750 Flood Map (0.13% chance of occurring in any year)","dataset","(Note: Updated inundation maps for 1:2 to 1:1000 floods are available from Alberta Environment and Parks (2020). The new draft maps can be viewed here: https://floods.alberta.ca/?app_code=FI&mapType=D","2023-06-12T16:40:14.000Z",455,"Environment"
"6t3b-rvas","1:20 Flood Map (5% chance of occurring in any year)","map","View flood map","2023-06-12T20:44:39.000Z",452,"Environment"
"fshh-w9qj","ICI - Public Administration Garbage Composition - Material Category","chart","This chart shows weight per cent composition grouped by material category.

This dataset is for garbage bin waste from the Industrial, Commercial, and Institutional (ICI) sector. The North American ","2023-02-01T15:39:40.000Z",451,"Help and Information"
"ixvd-v9b3","Calgary Existing Buildings: Environmental Performance Metrics","dataset","This dataset provides aggregated environmental performance metrics for Calgary’s existing commercial, institutional, and industrial buildings, including energy consumption, greenhouse gas emissions, a","2026-01-06T15:51:35.000Z",448,"Environment"
"p2f7-cr4v","Annual River Withdrawals","chart","Total annual river withdrawals is the total volume of water withdrawn from the Bow and Elbow rivers measured in megalitres (ML).","2024-05-29T16:24:10.000Z",447,"Government"
"pqud-u37z","Open Data Monthly Maintenance Schedule","calendar","This Socrata-powered site may be unavailable for routine maintenance on the third Saturday of every month. For more informatIon visit https://support.socrata.com/hc/en-us/articles/202951578-What-is-So","2024-01-17T18:29:59.000Z",442,"Help and Information"
"fr4z-s94w","Permanent Station Locations","map","","2026-04-27T19:35:49.000Z",438,"Transportation/Transit"
"y6nr-srrr","Central Business District Cordon Count 2023 Map","map","Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at ~ 30 locations around the CBD over a four week time period, collecting data on h","2023-12-04T15:51:12.000Z",436,"Transportation/Transit"
"rism-nxgf","Monthly Solar Energy Production distribution (KWh)","chart","The monthly output at each of The City of Calgary's solar photovoltaic projects. For information about each site.  visit <a href=""https://www.calgary.ca/environment/policies/solar-energy.html"">calgary","2026-05-01T15:02:23.000Z",436,"Environment"
"a9mk-z858","Central Business District Cordon Count 2022 Data Lens","story","Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at ~ 30 locations around the CBD over a four week time period, collecting data on h","2023-11-29T18:35:33.330Z",434,NA
"tbsv-89ps","Solar Energy Production Sites","dataset","The dataset contains information about all the active solar production sites.","2025-10-29T17:04:28.000Z",430,NA
"q8j7-9rrb","2016 Normalized Bike 16h Volumes","dataset","The data in this map are 2-way 16-hour (6:00-22:00) volumes collected on a single weekday in 2016, factored to represent the average September/October volume. Factors were calculated based on 13 autom","2023-02-01T15:39:29.000Z",429,"Transportation/Transit"
"w5s3-yvk5","2012 Bike Normalized Volume","dataset","The data represented in this map are 2-way volumes collected from spring to fall between 2007 & 2012. The data came from a variety of sources, and 6 hour counts were factored to 16 hours using screenl","2023-02-01T15:39:29.000Z",419,"Transportation/Transit"
"xsq7-ipnp","1:350 Flood Map (0.3% chance of occurring in any year)","dataset","(Note: Updated inundation maps for 1:2 to 1:1000 floods are available from Alberta Environment and Parks (2020). The new draft maps can be viewed here: https://floods.alberta.ca/?app_code=FI&mapType=D","2023-06-12T16:34:33.000Z",417,"Environment"
"j3j8-whds","ICI - Manufacturing Garbage Composition - Diversion Potential","chart","This chart shows weight per cent composition grouped by material diversion potential.

This dataset is for garbage bin waste from the Industrial, Commercial, and Institutional (ICI) sector. The Nort","2023-02-01T15:39:41.000Z",416,"Help and Information"
"68m4-v6je","Central Business District Cordon Count 2023 Data Lens","story","","2023-11-29T18:35:50.322Z",414,NA
"2qyh-33xd","Central Business District Cordon Count 2018 Map","map","Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at 31 locations around the CBD over a three week time period, collecting data on ho","2024-11-25T21:43:54.000Z",412,"Transportation/Transit"
"nsyi-p6fm","Two-year ward population comparisons","chart","Ward-level tabulations of annual census counts of residents, dwellings, and dwelling occupancy, categorized by dwelling structure type. Ward boundaries can change over time. These results are based on","2026-04-08T16:59:26.000Z",412,"Demographics"
"9tkd-q3g6","1:50 Flood Map (2% chance of occurring in any year)","map","View flood map","2023-06-12T17:35:18.000Z",411,"Environment"
"y2j4-jpw3","Voting Subdivisions (effective October 16, 2017)","dataset","The voting subdivision defines the area served by a voting station which is where an elector casts his/her vote. It is an area of a local jurisdiction or ward designated as a voting subdivision by the","2026-04-08T16:49:54.000Z",405,"Government"
"ja63-3f84","2014 Bike Normalized Volume","dataset","The data in this map are 2-way volumes collected on a single week day through 2014. The data came from a variety of sources including, 6 hour bike turning movements, 16 hour screenlines, & 24 hour aut","2023-02-01T15:39:29.000Z",405,"Transportation/Transit"
"x9vy-dj2b","Calgary Equity Index - LIM-AT 0-17 years","map","The Calgary Equity Index Overlay Statistics are derived from Citizen Satisfaction surveys and census demographics.
The Calgary Equity Index is a decision-making tool designed to measure equity in Cal","2023-02-01T15:38:54.000Z",404,"Demographics"
"aj43-35ks","Census By Ward 2014","dataset","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-07T16:20:52.000Z",404,"Demographics"
"rg2e-teqb","Citizens who are satisfied with the job The City is doing providing Waste and Recycling services","chart","Waste & Recycling Performance Measures are used to assess the performance of The City of Calgary's Waste & Recycling service.  Five measures have been approved for the 2023-2026 Service Plans and Budg","2026-05-13T22:15:49.000Z",398,"Help and Information"
"jspy-nidk","2015 Operating Budget by Department","chart","See more about The City of Calgary's operating budget at: http://www.calgary.ca/CA/fs/Pages/Action-Plan/Citizen-Summary/Operating-Budget.aspx","2024-11-25T21:44:11.000Z",397,"Government"
"gh9b-jkhz","Residential Waste Generated through Black, Blue and Green Cart Programs","chart","Waste & Recycling Performance Measures are used to assess the performance of The City of Calgary's Waste & Recycling service.  Five measures have been approved for the 2023-2026 Service Plans and Budg","2026-05-13T22:15:49.000Z",392,"Help and Information"
